artist_id,name,genres,popularity,followers,image_url,url
0dBcEvEklr1jx4uZuhFX5e,Ronboogz,[],58,160232,https://i.scdn.co/image/ab6761610000e5eb8de0c8ed480aabd579520b48,https://open.spotify.com/artist/0dBcEvEklr1jx4uZuhFX5e
0ZbgKh0FgPYeFP38nVaEGp,Obito,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",61,589936,https://i.scdn.co/image/ab6761610000e5eba385bd3e0f67945f277792c2,https://open.spotify.com/artist/0ZbgKh0FgPYeFP38nVaEGp
5NieebgCXvb8TUaUsO29L3,D.Kies,['viet chill rap'],34,838,https://i.scdn.co/image/ab6761610000e5ebc3316b737704d111fd807fb1,https://open.spotify.com/artist/5NieebgCXvb8TUaUsO29L3
6d0dLenjy5CnR5ZMn2agiV,GREY D,['v-pop'],61,327417,https://i.scdn.co/image/ab6761610000e5ebd23b0ac7f33678be5753e1f5,https://open.spotify.com/artist/6d0dLenjy5CnR5ZMn2agiV
6d0dLenjy5CnR5ZMn2agiV,GREY D,['v-pop'],61,327417,https://i.scdn.co/image/ab6761610000e5ebd23b0ac7f33678be5753e1f5,https://open.spotify.com/artist/6d0dLenjy5CnR5ZMn2agiV
6Ue0BbbTOdBjcO4QZB5sio,Trungg I.U,['viet edm'],37,1434,https://i.scdn.co/image/ab6761610000e5eb162292101b88c45d8f4c6242,https://open.spotify.com/artist/6Ue0BbbTOdBjcO4QZB5sio
1zSv9qZANOWB4HRE8sxeTL,RPT MCK,"['vietnamese hip hop', 'vietnamese melodic rap', 'vietnamese trap']",61,991990,https://i.scdn.co/image/ab6761610000e5ebb97791c136d7354ad7792555,https://open.spotify.com/artist/1zSv9qZANOWB4HRE8sxeTL
6NmGVS8nPcqW6tnevWF3Zg,Trung Tu,[],43,5956,https://i.scdn.co/image/ab6761610000e5eb6ba2aa00fb13da766f221933,https://open.spotify.com/artist/6NmGVS8nPcqW6tnevWF3Zg
3XOuN4VDN4EL0GjKov5mWL,Hà Nhi,['v-pop'],48,262423,https://i.scdn.co/image/ab6761610000e5eb1606ba14ca7c7f30613d34d6,https://open.spotify.com/artist/3XOuN4VDN4EL0GjKov5mWL
1zSv9qZANOWB4HRE8sxeTL,RPT MCK,"['vietnamese hip hop', 'vietnamese melodic rap', 'vietnamese trap']",61,991990,https://i.scdn.co/image/ab6761610000e5ebb97791c136d7354ad7792555,https://open.spotify.com/artist/1zSv9qZANOWB4HRE8sxeTL
4APrfmUo8KRrjCVuyoKvwY,O.lew,['v-pop'],49,55818,https://i.scdn.co/image/ab6761610000e5ebd978a224ff14193a1912875f,https://open.spotify.com/artist/4APrfmUo8KRrjCVuyoKvwY
4npVRqpqmmM0MYHXTzu0o1,Tama,['viet chill rap'],40,9207,https://i.scdn.co/image/ab6761610000e5eb6737cae293cbaf193517ea19,https://open.spotify.com/artist/4npVRqpqmmM0MYHXTzu0o1
0IBUlucigx80io4qV5fQ34,An Vũ,['viet chill rap'],42,15362,https://i.scdn.co/image/ab6761610000e5eb10960fba0227590ef82a7a2a,https://open.spotify.com/artist/0IBUlucigx80io4qV5fQ34
1zSv9qZANOWB4HRE8sxeTL,RPT MCK,"['vietnamese hip hop', 'vietnamese melodic rap', 'vietnamese trap']",61,991990,https://i.scdn.co/image/ab6761610000e5ebb97791c136d7354ad7792555,https://open.spotify.com/artist/1zSv9qZANOWB4HRE8sxeTL
2xvW7dgL1640K8exTcRMS4,Chillies,"['indie viet', 'v-pop']",54,881112,https://i.scdn.co/image/ab6761610000e5ebae678a70cd3899b2167026ea,https://open.spotify.com/artist/2xvW7dgL1640K8exTcRMS4
6NF9Oa4ThQWCj6mogFSrVD,W/N,"['indie viet', 'v-pop']",57,1226266,https://i.scdn.co/image/ab6761610000e5eb316c0f0bc6cf3a29c203ab1e,https://open.spotify.com/artist/6NF9Oa4ThQWCj6mogFSrVD
